City_ID,City,Country,Date,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed
175,Xai-xai,MZ,2021-12-19 01:38:31,-25.0519,33.6442,68.7,75,100,8.48
176,Camacha,PT,2021-12-19 01:38:32,33.0833,-16.3333,64.53,77,40,16.11
177,Acapulco,MX,2021-12-19 01:34:50,16.8634,-99.8901,82.22,78,40,8.05
178,Saint-philippe,RE,2021-12-19 01:38:32,-21.3585,55.7679,74.79,79,55,2.73
179,Buta,CD,2021-12-19 01:38:33,2.7858,24.73,71.22,80,37,1.03
180,Tessalit,ML,2021-12-19 01:38:33,20.1986,1.0114,63.75,21,0,10.07
181,Marsaxlokk,MT,2021-12-19 01:38:33,35.8419,14.5431,52.09,46,20,13.8
182,Khorixas,NA,2021-12-19 01:38:34,-20.3667,14.9667,64.54,35,90,1.39
183,Jalu,LY,2021-12-19 01:38:34,29.0331,21.5482,54.28,69,79,14.5
184,Pochutla,MX,2021-12-19 01:38:36,15.7432,-96.4661,79.83,80,22,4.61
185,Pedernales,DO,2021-12-19 01:38:36,18.0384,-71.744,77.04,67,78,7.92
186,Mar Del Plata,AR,2021-12-19 01:38:37,-38.0023,-57.5575,70.09,93,0,1.99
187,Shablykino,RU,2021-12-19 01:38:38,52.8566,35.1964,27.84,96,100,19.1
188,Siniscola,IT,2021-12-19 01:38:38,40.5719,9.6922,36.95,70,0,6.29
189,Hobyo,SO,2021-12-19 01:38:39,5.3505,48.5268,77.86,83,90,17.52
190,Iskateley,RU,2021-12-19 01:38:39,67.6803,53.1512,-21.1,96,6,8.03
191,Port Blair,IN,2021-12-19 01:38:40,11.6667,92.75,82.04,72,81,12.53
192,Balsas,BR,2021-12-19 01:38:40,-7.5325,-46.0356,76.12,86,100,3.71
193,Abu Zabad,SD,2021-12-19 01:38:41,12.35,29.25,60.71,29,39,13.18
194,Salalah,OM,2021-12-19 01:38:41,17.0151,54.0924,73.49,68,75,5.75
195,Ambilobe,MG,2021-12-19 01:38:42,-13.2,49.05,75.49,91,14,0.51
196,Havre,FR,2021-12-19 01:38:42,49.5833,0.3333,42.44,100,90,11.5
197,Bemidji,US,2021-12-19 01:37:34,47.4736,-94.8803,4.17,86,1,0.0
198,Mount Pleasant,US,2021-12-19 01:36:27,32.7941,-79.8626,68.09,96,1,1.99
199,Stepnyak,KZ,2021-12-19 01:38:43,52.8339,70.7803,19.96,89,100,9.17
200,Guaymas,MX,2021-12-19 01:38:43,27.9333,-110.9,63.77,94,1,0.0
201,Strezhevoy,RU,2021-12-19 01:38:44,60.7333,77.5889,-34.02,100,20,3.76
202,Baherden,TM,2021-12-19 01:38:44,38.4362,57.4316,53.58,53,98,3.31
203,Bensonville,LR,2021-12-19 01:38:45,6.4461,-10.6125,77.58,90,26,1.54
204,Ribeira Grande,PT,2021-12-19 01:36:01,38.5167,-28.7,60.89,73,100,29.26
205,Sur,OM,2021-12-19 01:38:46,22.5667,59.5289,67.35,67,100,2.24
206,Wilmington,US,2021-12-19 01:37:14,34.2257,-77.9447,67.98,84,1,9.22
207,San Quintin,MX,2021-12-19 01:38:47,30.4833,-115.95,57.76,58,0,4.36
208,The Valley,AI,2021-12-19 01:33:29,18.217,-63.0578,79.11,78,20,11.5
209,Surt,LY,2021-12-19 01:38:48,31.2089,16.5887,56.57,70,91,21.97
210,Marzuq,YE,2021-12-19 01:38:49,14.4,46.4667,58.28,70,9,1.79
211,East London,ZA,2021-12-19 01:38:28,-33.0153,27.9116,64.22,76,14,19.28
212,Baker City,US,2021-12-19 01:34:07,44.7749,-117.8344,30.6,80,1,21.85
213,Bageshwar,IN,2021-12-19 01:38:49,29.85,79.7667,36.28,17,0,3.94
214,Polunochnoye,RU,2021-12-19 01:38:50,60.8697,60.4153,-1.08,97,100,5.19
215,Taft,IR,2021-12-19 01:38:50,31.7471,54.2088,42.75,39,75,0.0
216,Avera,US,2021-12-19 01:38:50,33.194,-82.5271,65.08,94,100,9.19
217,Vila Franca Do Campo,PT,2021-12-19 01:38:51,37.7167,-25.4333,59.41,90,97,14.65
218,Cockburn Town,TC,2021-12-19 01:38:52,21.4612,-71.1419,79.72,65,6,24.32
219,Chuy,UY,2021-12-19 01:33:21,-33.6971,-53.4616,63.91,80,0,9.55
220,Flin Flon,CA,2021-12-19 01:35:49,54.7682,-101.865,-2.7,93,100,7.45
221,Ahuimanu,US,2021-12-19 01:38:53,21.4447,-157.8378,80.31,68,75,10.36
222,Maridi,SS,2021-12-19 01:38:53,4.9158,29.4742,74.59,43,75,2.21
223,La Paz,BO,2021-12-19 01:37:25,-16.5,-68.15,48.18,93,75,8.05
224,Hualahuises,MX,2021-12-19 01:38:54,24.8847,-99.6733,68.95,74,85,5.12
225,Socorro,US,2021-12-19 01:36:03,31.6546,-106.3033,50.9,24,75,13.8
226,Vizianagaram,IN,2021-12-19 01:38:54,18.1167,83.4167,62.11,65,8,3.29
227,Urubamba,PE,2021-12-19 01:38:58,-13.3047,-72.1158,56.3,86,100,5.12
228,Port Antonio,JM,2021-12-19 01:38:59,18.18,-76.4612,82.31,79,48,6.02
229,Puri,IN,2021-12-19 01:29:38,19.8,85.85,63.12,67,0,10.09
230,Espanola,US,2021-12-19 01:39:00,35.9911,-106.0806,33.78,42,0,2.28
231,Ancud,CL,2021-12-19 01:39:00,-41.8697,-73.8203,57.42,96,0,5.3
232,Carutapera,BR,2021-12-19 01:39:00,-1.195,-46.02,78.44,89,100,6.8
